team,player,bat_or_bowl,bb_bf,runs,wkts,wicketball_prob,runs_per_ball,opposition,ground,start_date,overs,mdns,econ,inns,4s,6s,sr,not_out,mins
Sri Lanka,BKG Mendis (Sri Lanka),bat,42,76,,0.023809524,1.8095,South Africa,Delhi,7-Oct-23,,,,2,4,8,180.95,0,55
Bangladesh,Litton Das (Bangladesh),bat,66,76,,0.015151515,1.1515,England,Dharamsala,10-Oct-23,,,,2,7,2,115.15,0,99
South Africa,M Jansen (South Africa),bat,42,75,,0,1.7857,England,Wankhede,21-Oct-23,,,,1,3,6,178.57,1,72
New Zealand,R Ravindra (New Zealand),bat,87,75,,0.011494253,0.862,India,Dharamsala,22-Oct-23,,,,1,6,1,86.2,0,133
Pakistan,Babar Azam (Pakistan),bat,92,74,,0.010869565,0.8043,Afghanistan,Chennai,23-Oct-23,,,,1,4,1,80.43,0,121
Afghanistan,Azmatullah Omarzai (Afghanistan),bat,63,73,,0,1.1587,Sri Lanka,Pune,30-Oct-23,,,,2,6,3,115.87,1,80
New Zealand,GD Phillips (New Zealand),bat,80,71,,0.0125,0.8875,Afghanistan,Chennai,18-Oct-23,,,,1,4,4,88.75,0,109
Australia,SPD Smith (Australia),bat,68,71,,0.014705882,1.0441,Netherlands,Delhi,25-Oct-23,,,,1,9,1,104.41,0,88
Australia,M Labuschagne (Australia),bat,83,71,,0.012048193,0.8554,England,Ahmedabad,4-Nov-23,,,,1,7,0,85.54,0,111
New Zealand,WA Young (New Zealand),bat,80,70,,0.0125,0.875,Netherlands,Hyderabad,9-Oct-23,,,,1,7,2,87.5,0,106
Pakistan,Imam-ul-Haq (Pakistan),bat,71,70,,0.014084507,0.9859,Australia,Bengaluru,20-Oct-23,,,,2,10,0,98.59,0,107
Netherlands,South Africa Engelbrecht (Netherlands),bat,82,70,,0.012195122,0.8536,Sri Lanka,Lucknow,21-Oct-23,,,,1,4,1,85.36,0,100
Netherlands,CN Ackermann (Netherlands),bat,73,69,,0.01369863,0.9452,New Zealand,Hyderabad,9-Oct-23,,,,2,5,0,94.52,0,98
Pakistan,Mohammad Rizwan (Pakistan),bat,75,68,,0.013333333,0.9066,Netherlands,Hyderabad,6-Oct-23,,,,1,8,0,90.66,0,104
Pakistan,Saud Shakeel (Pakistan),bat,52,68,,0.019230769,1.3076,Netherlands,Hyderabad,6-Oct-23,,,,1,9,1,130.76,0,84
Sri Lanka,MD Shanaka (Sri Lanka),bat,62,68,,0.016129032,1.0967,South Africa,Delhi,7-Oct-23,,,,2,6,3,109.67,0,86
New Zealand,TWM Latham (New Zealand),bat,74,68,,0.013513514,0.9189,Afghanistan,Chennai,18-Oct-23,,,,1,3,2,91.89,0,114
Netherlands,South Africa Edwards (Netherlands),bat,89,68,,0.011235955,0.764,Bangladesh,Eden Gardens,28-Oct-23,,,,1,6,0,76.4,0,122
Pakistan,Abdullah Shafique (Pakistan),bat,69,68,,0.014492754,0.9855,Bangladesh,Eden Gardens,31-Oct-23,,,,2,9,2,98.55,0,94
Netherlands,BFW de Leede (Netherlands),bat,68,67,,0.014705882,0.9852,Pakistan,Hyderabad,6-Oct-23,,,,2,6,2,98.52,0,92
Pakistan,Babar Azam (Pakistan),bat,63,66,,0,1.0476,New Zealand,Bengaluru,4-Nov-23,,,,2,6,2,104.76,1,93
Bangladesh,Mushfiqur Rahim (Bangladesh),bat,75,66,,0.013333333,0.88,New Zealand,Chennai,13-Oct-23,,,,1,6,2,88,0,93
England,HC Brook (England),bat,61,66,,0.016393443,1.0819,Afghanistan,Delhi,15-Oct-23,,,,2,7,1,108.19,0,123
Bangladesh,Litton Das (Bangladesh),bat,82,66,,0.012195122,0.8048,India,Pune,19-Oct-23,,,,1,7,0,80.48,0,124
Sri Lanka,S Samarawickrama (Sri Lanka),bat,54,65,,0,1.2037,England,Bengaluru,26-Oct-23,,,,2,7,1,120.37,1,84
Afghanistan,Rahmanullah Gurbaz (Afghanistan),bat,53,65,,0.018867925,1.2264,Pakistan,Chennai,23-Oct-23,,,,2,9,1,122.64,0,91
Pakistan,Abdullah Shafique (Pakistan),bat,61,64,,0.016393443,1.0491,Australia,Bengaluru,20-Oct-23,,,,2,7,2,104.91,0,93
England,BA Stokes (England),bat,90,64,,0.011111111,0.7111,Australia,Ahmedabad,4-Nov-23,,,,2,2,3,71.11,0,128
Afghanistan,Azmatullah Omarzai (Afghanistan),bat,69,62,,0.014492754,0.8985,India,Delhi,11-Oct-23,,,,1,2,4,89.85,0,82
Australia,M Labuschagne (Australia),bat,47,62,,0.021276596,1.3191,Netherlands,Delhi,25-Oct-23,,,,1,7,2,131.91,0,60
Afghanistan,Rahmat Shah (Afghanistan),bat,74,62,,0.013513514,0.8378,Sri Lanka,Pune,30-Oct-23,,,,2,7,0,83.78,0,121
Sri Lanka,P Nissanka (Sri Lanka),bat,67,61,,0.014925373,0.9104,Australia,Lucknow,16-Oct-23,,,,1,8,0,91.04,0,103
South Africa,HE van der Dussen (South Africa),bat,61,60,,0.016393443,0.9836,England,Wankhede,21-Oct-23,,,,1,8,0,98.36,0,86
South Africa,AK Markram (South Africa),bat,69,60,,0.014492754,0.8695,Bangladesh,Wankhede,24-Oct-23,,,,1,7,0,86.95,0,84
New Zealand,GD Phillips (New Zealand),bat,50,60,,0.02,1.2,South Africa,Pune,1-Nov-23,,,,2,4,4,120,0,87
Bangladesh,Najmul Hossain Shanto (Bangladesh),bat,83,59,,0,0.7108,Afghanistan,Dharamsala,7-Oct-23,,,,2,3,1,71.08,1,112
Netherlands,LV van Beek (Netherlands),bat,75,59,,0.013333333,0.7866,Sri Lanka,Lucknow,21-Oct-23,,,,1,1,1,78.66,0,108
Afghanistan,Hashmatullah Shahidi (Afghanistan),bat,74,58,,0,0.7837,Sri Lanka,Pune,30-Oct-23,,,,2,2,1,78.37,1,132
Afghanistan,Ikram Alikhil (Afghanistan),bat,66,58,,0.015151515,0.8787,England,Delhi,15-Oct-23,,,,1,3,2,87.87,0,92
Australia,JP Inglis (Australia),bat,59,58,,0.016949153,0.983,Sri Lanka,Lucknow,16-Oct-23,,,,2,5,1,98.3,0,75
Pakistan,Abdullah Shafique (Pakistan),bat,75,58,,0.013333333,0.7733,Afghanistan,Chennai,23-Oct-23,,,,1,5,2,77.33,0,89
New Zealand,JDS Neesham (New Zealand),bat,39,58,,0.025641026,1.4871,Australia,Dharamsala,28-Oct-23,,,,2,3,3,148.71,0,64
Netherlands,South Africa Engelbrecht (Netherlands),bat,86,58,,0.011627907,0.6744,Afghanistan,Lucknow,3-Nov-23,,,,1,6,0,67.44,0,85
Bangladesh,Mehidy Hasan Miraz (Bangladesh),bat,73,57,,0.01369863,0.7808,Afghanistan,Dharamsala,7-Oct-23,,,,2,5,0,78.08,0,89
Afghanistan,Hashmatullah Shahidi (Afghanistan),bat,64,56,,0,0.875,Netherlands,Lucknow,3-Nov-23,,,,2,6,0,87.5,1,92
South Africa,AK Markram (South Africa),bat,44,56,,0.022727273,1.2727,Australia,Lucknow,12-Oct-23,,,,1,7,1,127.27,0,61
Bangladesh,Mahmudullah (Bangladesh),bat,70,56,,0.014285714,0.8,Pakistan,Eden Gardens,31-Oct-23,,,,1,6,1,80,0,108
India,V Kohli (India),bat,56,55,,0,0.9821,Afghanistan,Delhi,11-Oct-23,,,,2,6,0,98.21,1,64
New Zealand,WA Young (New Zealand),bat,64,54,,0.015625,0.8437,Afghanistan,Chennai,18-Oct-23,,,,1,4,3,84.37,0,98
Sri Lanka,P Nissanka (Sri Lanka),bat,52,54,,0.019230769,1.0384,Netherlands,Lucknow,21-Oct-23,,,,2,9,0,103.84,0,69
New Zealand,DJ Mitchell (New Zealand),bat,51,54,,0.019607843,1.0588,Australia,Dharamsala,28-Oct-23,,,,2,6,1,105.88,0,59
India,SS Iyer (India),bat,62,53,,0,0.8548,Pakistan,Ahmedabad,14-Oct-23,,,,2,3,2,85.48,1,80
New Zealand,TWM Latham (New Zealand),bat,46,53,,0.02173913,1.1521,Netherlands,Hyderabad,9-Oct-23,,,,1,6,1,115.21,0,72
India,Shubman Gill (India),bat,55,53,,0.018181818,0.9636,Bangladesh,Pune,19-Oct-23,,,,2,5,2,96.36,0,80
South Africa,DA Miller (South Africa),bat,30,53,,0.033333333,1.7666,New Zealand,Pune,1-Nov-23,,,,1,2,4,176.66,0,48
Netherlands,Vikramjit Singh (Netherlands),bat,67,52,,0.014925373,0.7761,Pakistan,Hyderabad,6-Oct-23,,,,2,4,1,77.61,0,97
England,JM Bairstow (England),bat,59,52,,0.016949153,0.8813,Bangladesh,Dharamsala,10-Oct-23,,,,1,8,0,88.13,0,80
Australia,MR Marsh (Australia),bat,51,52,,0.019607843,1.0196,Sri Lanka,Lucknow,16-Oct-23,,,,2,9,0,101.96,0,67
Pakistan,Saud Shakeel (Pakistan),bat,52,52,,0.019230769,1,South Africa,Chennai,27-Oct-23,,,,1,7,0,100,0,81
Afghanistan,Rahmat Shah (Afghanistan),bat,54,52,,0.018518519,0.9629,Netherlands,Lucknow,3-Nov-23,,,,2,8,0,96.29,0,74
New Zealand,R Ravindra (New Zealand),bat,51,51,,0.019607843,1,Netherlands,Hyderabad,9-Oct-23,,,,1,3,1,100,0,87
Bangladesh,Mushfiqur Rahim (Bangladesh),bat,64,51,,0.015625,0.7968,England,Dharamsala,10-Oct-23,,,,2,4,0,79.68,0,93
Sri Lanka,P Nissanka (Sri Lanka),bat,61,51,,0.016393443,0.836,Pakistan,Hyderabad,10-Oct-23,,,,1,7,1,83.6,0,79
Bangladesh,Tanzid Hasan (Bangladesh),bat,43,51,,0.023255814,1.186,India,Pune,19-Oct-23,,,,1,5,3,118.6,0,75
England,CR Woakes (England),bat,45,51,,0.022222222,1.1333,Netherlands,Pune,8-Nov-23,,,,1,5,1,113.33,0,66
Sri Lanka,MDKJ Perera (Sri Lanka),bat,28,51,,0.035714286,1.8214,New Zealand,Bengaluru,9-Nov-23,,,,1,9,2,182.14,0,46
Pakistan,Babar Azam (Pakistan),bat,58,50,,0.017241379,0.862,India,Ahmedabad,14-Oct-23,,,,1,7,0,86.2,0,89
Pakistan,Babar Azam (Pakistan),bat,65,50,,0.015384615,0.7692,South Africa,Chennai,27-Oct-23,,,,1,4,1,76.92,0,100
England,DJ Malan (England),bat,64,50,,0.015625,0.7812,Australia,Ahmedabad,4-Nov-23,,,,2,4,1,78.12,0,99
Pakistan,Mohammad Rizwan (Pakistan),bat,69,49,,0.014492754,0.7101,India,Ahmedabad,14-Oct-23,,,,1,7,0,71.01,0,89
India,South Africa Yadav (India),bat,47,49,,0.021276596,1.0425,England,Lucknow,29-Oct-23,,,,1,4,1,104.25,0,75
Afghanistan,Hashmatullah Shahidi (Afghanistan),bat,45,48,,0,1.0666,Pakistan,Chennai,23-Oct-23,,,,2,4,0,106.66,1,74
New Zealand,DJ Mitchell (New Zealand),bat,47,48,,0.021276596,1.0212,Netherlands,Hyderabad,9-Oct-23,,,,1,5,2,102.12,0,67
India,RG Sharma (India),bat,40,48,,0.025,1.2,Bangladesh,Pune,19-Oct-23,,,,2,7,2,120,0,51
Afghanistan,Rahmanullah Gurbaz (Afghanistan),bat,62,47,,0.016129032,0.758,Bangladesh,Dharamsala,7-Oct-23,,,,1,4,1,75.8,0,112
India,Ishan Kishan (India),bat,47,47,,0.021276596,1,Afghanistan,Delhi,11-Oct-23,,,,2,5,2,100,0,78
Australia,C Green (Australia),bat,52,47,,0.019230769,0.9038,England,Ahmedabad,4-Nov-23,,,,1,5,0,90.38,0,81
Australia,SPD Smith (Australia),bat,71,46,,0.014084507,0.6478,India,Chennai,8-Oct-23,,,,1,5,0,64.78,0,112
Australia,M Labuschagne (Australia),bat,74,46,,0.013513514,0.6216,South Africa,Lucknow,12-Oct-23,,,,2,3,0,62.16,0,125
Bangladesh,Mahmudullah (Bangladesh),bat,36,46,,0.027777778,1.2777,India,Pune,19-Oct-23,,,,1,3,3,127.77,0,60
Pakistan,Mohammad Rizwan (Pakistan),bat,40,46,,0.025,1.15,Australia,Bengaluru,20-Oct-23,,,,2,5,0,115,0,84
India,RG Sharma (India),bat,40,46,,0.025,1.15,New Zealand,Dharamsala,22-Oct-23,,,,2,4,4,115,0,44
Sri Lanka,P Nissanka (Sri Lanka),bat,60,46,,0.016666667,0.7666,Afghanistan,Pune,30-Oct-23,,,,1,5,0,76.66,0,82
New Zealand,DP Conway (New Zealand),bat,59,45,,0.016949153,0.7627,Bangladesh,Chennai,13-Oct-23,,,,2,3,0,76.27,0,91
Bangladesh,Litton Das (Bangladesh),bat,64,45,,0.015625,0.7031,Pakistan,Eden Gardens,31-Oct-23,,,,1,6,0,70.31,0,100
New Zealand,DP Conway (New Zealand),bat,42,45,,0.023809524,1.0714,Sri Lanka,Bengaluru,9-Nov-23,,,,2,9,0,107.14,0,54
Sri Lanka,KIC Asalanka (Sri Lanka),bat,66,44,,0.015151515,0.6666,Netherlands,Lucknow,21-Oct-23,,,,2,2,1,66.66,0,70
Australia,SPD Smith (Australia),bat,52,44,,0.019230769,0.8461,England,Ahmedabad,4-Nov-23,,,,1,3,0,84.61,0,85
England,MA Wood (England),bat,17,43,,0,2.5294,South Africa,Wankhede,21-Oct-23,,,,2,2,5,252.94,1,25
England,JC Buttler (England),bat,42,43,,0.023809524,1.0238,New Zealand,Ahmedabad,5-Oct-23,,,,1,2,2,102.38,0,48
South Africa,DA Miller (South Africa),bat,52,43,,0.019230769,0.8269,Netherlands,Dharamsala,17-Oct-23,,,,2,4,1,82.69,0,81
England,BA Stokes (England),bat,73,43,,0.01369863,0.589,Sri Lanka,Bengaluru,26-Oct-23,,,,1,6,0,58.9,0,98
Pakistan,Shadab Khan (Pakistan),bat,36,43,,0.027777778,1.1944,South Africa,Chennai,27-Oct-23,,,,1,3,2,119.44,0,53
Bangladesh,Shakib Al Hasan (Bangladesh),bat,64,43,,0.015625,0.6718,Pakistan,Eden Gardens,31-Oct-23,,,,1,4,0,67.18,0,82
New Zealand,DJ Mitchell (New Zealand),bat,31,43,,0.032258065,1.387,Sri Lanka,Bengaluru,9-Nov-23,,,,2,5,2,138.7,0,45
South Africa,AK Markram (South Africa),bat,44,42,,0.022727273,0.9545,England,Wankhede,21-Oct-23,,,,1,4,0,95.45,0,63
Netherlands,MP O'Dowd (Netherlands),bat,40,42,,0.025,1.05,Afghanistan,Lucknow,3-Nov-23,,,,1,9,0,105,0,50
England,MM Ali (England),bat,43,42,,0.023255814,0.9767,Australia,Ahmedabad,4-Nov-23,,,,2,6,0,97.67,0,61
New Zealand,R Ravindra (New Zealand),bat,34,42,,0.029411765,1.2352,Sri Lanka,Bengaluru,9-Nov-23,,,,2,3,3,123.52,0,61
Bangladesh,Mahmudullah (Bangladesh),bat,49,41,,0,0.8367,New Zealand,Chennai,13-Oct-23,,,,1,2,2,83.67,1,58
Netherlands,AT Nidamanuru (Netherlands),bat,34,41,,0,1.2058,England,Pune,8-Nov-23,,,,2,2,3,120.58,1,47
Australia,DA Warner (Australia),bat,52,41,,0.019230769,0.7884,India,Chennai,8-Oct-23,,,,1,6,0,78.84,0,76
Australia,GJ Maxwell (Australia),bat,24,41,,0.041666667,1.7083,New Zealand,Dharamsala,28-Oct-23,,,,1,5,2,170.83,0,37
Netherlands,W Barresi (Netherlands),bat,41,41,,0.024390244,1,Bangladesh,Eden Gardens,28-Oct-23,,,,1,8,0,100,0,49
New Zealand,GD Phillips (New Zealand),bat,25,41,,0.04,1.64,Pakistan,Bengaluru,4-Nov-23,,,,1,4,2,164,0,40
Sri Lanka,P Nissanka (Sri Lanka),bat,36,41,,0.027777778,1.1388,Bangladesh,Delhi,6-Nov-23,,,,1,8,0,113.88,0,61
Sri Lanka,S Samarawickrama (Sri Lanka),bat,42,41,,0.023809524,0.9761,Bangladesh,Delhi,6-Nov-23,,,,1,4,0,97.61,0,53
South Africa,Q de Kock (South Africa),bat,47,41,,0.021276596,0.8723,Afghanistan,Ahmedabad,10-Nov-23,,,,2,2,3,87.23,0,58
Bangladesh,Shakib Al Hasan (Bangladesh),bat,51,40,,0.019607843,0.7843,New Zealand,Chennai,13-Oct-23,,,,1,3,2,78.43,0,75
Australia,M Labuschagne (Australia),bat,60,40,,0.016666667,0.6666,Sri Lanka,Lucknow,16-Oct-23,,,,2,2,0,66.66,0,100
South Africa,KA Maharaj (South Africa),bat,37,40,,0.027027027,1.081,Netherlands,Dharamsala,17-Oct-23,,,,2,5,1,108.1,0,54
Pakistan,Shadab Khan (Pakistan),bat,38,40,,0.026315789,1.0526,Afghanistan,Chennai,23-Oct-23,,,,1,1,1,105.26,0,75
